City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,hohhot,40.8106,111.6522,75.49,29,0,6.71,CN,1683081841
277,perth,-31.9333,115.8333,77.18,43,0,11.5,AU,1683081725
278,gizo,-8.103,156.8419,84.45,73,80,4.61,SB,1683081841
279,north platte,41.1239,-100.7654,60.12,29,0,8.01,US,1683081841
280,valera,9.3178,-70.6036,72.86,69,19,7.14,VE,1683081842
281,bima,-8.4667,118.7167,88.36,64,84,2.06,ID,1683081842
282,mount gambier,-37.8333,140.7667,56.08,64,100,15.86,AU,1683081842
283,xinxiang,35.3089,113.8672,64.85,96,100,8.19,CN,1683081842
284,roebourne,-20.7833,117.1333,87.49,29,0,16.78,AU,1683081843
285,ola,59.5833,151.2833,43.14,67,95,3.94,RU,1683081843
286,fenoarivo,-18.933,47.4354,59.07,100,75,3.44,MG,1683081843
287,luderitz,-26.6481,15.1594,56.77,61,27,10.56,NA,1683081844
288,tommot,58.9564,126.2925,35.56,98,100,12.21,RU,1683081844
289,luanda,-8.8368,13.2343,78.8,89,75,4.61,AO,1683081844
290,nynashamn,58.9034,17.9479,38.1,87,98,9.04,SE,1683081844
291,mareeba,-17.0,145.4333,84.43,67,85,7.99,AU,1683081617
292,srednekolymsk,67.45,153.6833,22.71,77,100,5.59,RU,1683081845
293,hovd,48.0056,91.6419,35.15,29,0,6.76,MN,1683081846
294,mecca,21.4267,39.8261,79.32,30,22,4.36,SA,1683081846
295,touros,-5.1989,-35.4608,78.06,79,1,8.28,BR,1683081846
296,waingapu,-9.6567,120.2641,84.6,70,57,17.63,ID,1683081847
297,coahuayana,18.7333,-103.6833,72.59,63,1,2.91,MX,1683081847
298,contamana,-7.3333,-75.0167,73.78,97,100,2.15,PE,1683081847
299,lata,40.1629,-8.3327,65.91,59,63,2.37,PT,1683081847
300,san matias,-16.3667,-58.4,73.8,90,1,1.99,BO,1683081847
301,vila,42.0304,-8.1588,59.88,70,100,4.9,PT,1683081848
302,faya,18.3851,42.4509,60.91,60,98,3.71,SA,1683081848
303,nishihara,26.1842,127.7558,78.46,75,100,18.41,JP,1683081848
304,veliki preslav,43.1667,26.8167,43.66,76,100,3.71,BG,1683081848
305,carndonagh,55.25,-7.2667,49.46,89,100,5.79,IE,1683081849
306,ibra,22.6906,58.5334,79.61,58,0,4.23,OM,1683081849
307,berlevag,70.8578,29.0864,31.95,93,100,10.36,NO,1683081849
308,san jose,37.3394,-121.895,55.94,72,75,15.99,US,1683081595
309,saint-joseph,-21.3667,55.6167,71.98,84,73,7.63,RE,1683081849
310,erdemli,36.605,34.3084,63.57,36,3,7.61,TR,1683081850
311,tigil,57.8,158.6667,38.46,66,20,4.92,RU,1683081850
312,abuyog,10.6667,125.05,78.31,95,100,7.47,PH,1683081850
313,dingle,10.9995,122.6711,83.34,78,100,9.8,PH,1683081850
314,houma,29.5958,-90.7195,73.0,69,0,0.0,US,1683081660
315,somerset,40.5668,-74.5496,52.29,69,0,1.99,US,1683081713
316,palimbang,6.2106,124.1894,85.69,69,99,3.67,PH,1683081851
317,walvis bay,-22.9575,14.5053,57.09,69,11,6.04,NA,1683081851
318,arica,-18.475,-70.3042,68.23,68,100,6.91,CL,1683081851
319,kieta,-6.2167,155.6333,84.99,74,88,5.41,PG,1683081852
320,sarkikaraagac,38.0794,31.3664,45.93,52,37,3.53,TR,1683081852
321,port-cartier,50.0334,-66.8654,35.82,99,100,14.72,CA,1683081853
322,harqalah,36.0303,10.509,60.66,72,20,4.61,TN,1683081853
323,shimoda,34.6667,138.95,70.16,56,16,12.37,JP,1683081853
324,homer,59.6425,-151.5483,39.79,86,100,17.0,US,1683081854
325,bow island,49.8668,-111.3684,73.58,30,1,5.75,CA,1683081854
326,oro valley,32.3909,-110.9665,82.58,21,9,7.0,US,1683081706
327,windhoek,-22.5594,17.0832,64.42,65,49,3.8,NA,1683081854
328,bambous virieux,-20.3428,57.7575,74.21,94,75,2.3,MU,1683081855
329,dong hoi,17.4833,106.6,84.88,70,94,5.48,VN,1683081620
330,sisimiut,66.9395,-53.6735,30.29,72,100,8.16,GL,1683081855
331,mokhsogollokh,61.4681,128.9203,36.54,91,100,8.81,RU,1683081855
332,lompoc,34.6391,-120.4579,55.81,76,40,10.36,US,1683081855
333,eyl,7.9803,49.8164,83.73,76,100,11.25,SO,1683081856
334,praia da vitoria,38.7333,-27.0667,59.76,82,20,12.01,PT,1683081856
335,hukuntsi,-24.0,21.75,68.74,45,68,8.88,BW,1683081856
336,mount hagen,-5.8581,144.2274,72.36,68,75,8.05,PG,1683081856
337,solina,44.5603,18.6947,47.44,100,100,1.14,BA,1683081856
338,vostok,46.4856,135.8833,63.91,39,11,13.44,RU,1683081857
339,udachnyy,66.4167,112.4,30.45,36,75,9.17,RU,1683081857
340,ukiah,39.1502,-123.2078,51.66,85,71,2.1,US,1683081857
341,los llanos de aridane,28.6585,-17.9182,67.12,64,0,5.99,ES,1683081674
342,yulara,-25.2406,130.9889,72.32,31,40,15.43,AU,1683081858
343,ugra,54.7777,34.3267,48.88,78,100,9.04,RU,1683081858
344,tauberbischofsheim,49.6247,9.6628,44.31,93,5,5.68,DE,1683081858
345,pobe,6.9801,2.6649,73.63,93,96,1.54,BJ,1683081858
346,cabo san lucas,22.8909,-109.9124,79.9,63,75,12.66,MX,1683081858
347,camopi,3.1655,-52.3158,71.98,99,93,2.28,GF,1683081859
348,kapoeta,4.7717,33.5903,75.0,70,100,2.93,SS,1683081859
349,labuan,5.2767,115.2417,86.36,74,40,1.14,MY,1683081859
350,ambon,-3.6954,128.1814,86.14,76,40,3.44,ID,1683081805
351,methoni,36.8197,21.7049,62.22,87,63,19.73,GR,1683081860
352,teguldet,57.3064,88.1667,43.38,62,89,7.23,RU,1683081860
353,fortuna,40.5982,-124.1573,52.14,93,82,1.99,US,1683081860
354,flinders,-34.5833,150.8552,73.38,45,19,11.01,AU,1683081860
355,requena,39.4883,-1.1004,52.79,30,100,2.75,ES,1683081860
356,ypsonas,34.6884,32.9574,61.65,48,0,3.44,CY,1683081861
357,clinton,42.587,-82.9199,40.89,84,100,11.5,US,1683081598
358,ferrol,43.4832,-8.2369,66.67,79,100,4.03,ES,1683081861
359,cidreira,-30.1811,-50.2056,66.76,90,100,17.22,BR,1683081861
360,moyale,3.5167,39.0584,64.89,92,99,2.89,KE,1683081862
361,walla walla,46.0646,-118.343,67.05,61,0,3.0,US,1683081643
362,kapit,2.0167,112.9333,91.58,56,73,0.67,MY,1683081862
363,pangkalanbuun,-2.6833,111.6167,91.6,54,74,2.48,ID,1683081862
364,banda aceh,5.5577,95.3222,85.32,70,90,6.69,ID,1683081862
365,north bend,43.4065,-124.2243,55.31,71,0,3.44,US,1683081863
366,sept-iles,50.2001,-66.3821,36.12,95,100,3.44,CA,1683081863
367,peterhead,57.5058,-1.7981,40.44,88,100,10.49,GB,1683081863
368,dudinka,69.4058,86.1778,29.62,99,100,18.3,RU,1683081583
369,deer lake,49.1667,-57.4316,31.86,100,75,5.75,CA,1683081794
370,aroeiras,-7.5453,-35.7075,75.09,97,97,2.01,BR,1683081864
371,valparaiso,-33.0393,-71.6273,51.44,81,0,2.3,CL,1683081864
372,mildura,-34.2,142.15,65.07,55,66,22.55,AU,1683081865
373,padre paraiso,-17.0742,-41.4844,62.62,94,14,1.25,BR,1683081865
374,filadelfia,39.9523,-75.1638,50.7,68,100,12.66,US,1683081690
375,naron,43.5167,-8.1528,67.01,66,100,5.08,ES,1683081866
376,columbus,39.9612,-82.9988,44.06,91,100,13.8,US,1683081866
377,anadyr,64.75,177.4833,19.9,85,0,13.42,RU,1683081867
378,fort nelson,58.8053,-122.7002,78.39,15,75,9.22,CA,1683081792
379,whitehorse,60.7161,-135.0538,50.77,50,75,20.71,CA,1683081867
380,itoman,26.1247,127.6694,79.18,72,75,17.27,JP,1683081867
381,njeru,0.4186,33.1731,63.66,93,99,2.21,UG,1683081867
382,atambua,-9.1061,124.8925,82.81,61,17,3.4,ID,1683081868
383,aberdeen,57.1437,-2.0981,40.53,99,100,5.75,GB,1683081868
384,kutum,14.2,24.6667,70.45,16,9,5.79,SD,1683081868
385,kerepehi,-37.3,175.5333,68.34,89,100,5.95,NZ,1683081868
386,luang prabang,19.8856,102.1347,82.36,78,75,0.0,LA,1683081868
387,praia,14.9215,-23.5087,72.14,68,0,8.05,CV,1683081869
388,morros,-9.4467,-46.3003,70.27,92,100,2.33,BR,1683081869
389,kaseda,31.4167,130.3167,69.01,56,99,11.63,JP,1683081869
390,tuatapere,-46.1333,167.6833,59.38,91,100,3.38,NZ,1683081869
391,altamont,42.2068,-121.7372,54.9,39,20,0.0,US,1683081870
392,buin,-33.7333,-70.75,55.11,44,0,3.31,CL,1683081870
393,pattan,34.1667,74.5667,54.52,82,97,1.66,IN,1683081870
394,sapa,5.1544,120.3241,85.87,69,91,1.57,PH,1683081870
395,sortland,68.6949,15.4162,25.39,71,99,2.51,NO,1683081870
396,mnogovershinnyy,53.9353,139.9242,31.84,82,100,5.5,RU,1683081870
397,cururupu,-1.8283,-44.8683,74.86,95,99,2.73,BR,1683081871
398,vila franca do campo,37.7167,-25.4333,61.21,85,43,15.32,PT,1683081871
399,te anau,-45.4167,167.7167,59.32,84,79,7.63,NZ,1683081871
400,birobidzhan,48.8,132.95,75.4,36,13,13.91,RU,1683081872
401,noyabrsk,63.1994,75.4507,36.09,80,100,16.64,RU,1683081872
402,beringovskiy,63.05,179.3167,21.92,77,100,10.51,RU,1683081872
403,garowe,8.4054,48.4845,81.05,66,100,11.63,SO,1683081872
404,picton,-34.1833,150.6,73.89,34,2,11.32,AU,1683081873
405,nemuro,43.3236,145.575,50.61,65,57,13.91,JP,1683081873
406,vilani,56.5525,26.9245,31.68,96,8,6.69,LV,1683081873
407,fairbanks,64.8378,-147.7164,48.54,35,20,11.5,US,1683081873
408,komsomolskiy,40.4272,71.7189,68.72,24,37,2.3,UZ,1683081874
409,linjiang,41.8069,126.9078,71.15,27,79,10.38,CN,1683081874
410,gashua,12.871,11.0482,81.57,42,1,6.46,NG,1683081874
411,tual,-5.6667,132.75,82.98,80,37,17.72,ID,1683081876
412,kalmunai,7.4167,81.8167,83.8,74,91,5.55,LK,1683081876
413,wuwei,37.9281,102.6414,67.68,20,96,14.14,CN,1683081876
414,tunceli,39.1083,39.5471,43.14,67,5,6.62,TR,1683081876
415,ketchikan,55.3422,-131.6461,57.67,58,0,9.22,US,1683081876
416,mount isa,-20.7333,139.5,78.57,21,30,12.66,AU,1683081877
417,tamandare,-8.7597,-35.1047,77.27,84,29,3.13,BR,1683081877
418,sinnamary,5.3833,-52.95,78.12,85,55,9.19,GF,1683081878
419,isla vista,34.4133,-119.861,57.09,76,75,0.0,US,1683081748
420,morgan city,29.6994,-91.2068,73.0,65,100,2.98,US,1683081878
421,dukat,62.55,155.55,26.37,76,100,4.47,RU,1683081878
422,ugoofaaru,5.6667,73.0,85.05,69,100,14.67,MV,1683081878
423,oliver,49.1831,-119.5524,80.51,32,0,8.05,CA,1683081878
424,francistown,-21.17,27.5079,62.62,51,0,4.23,BW,1683081878
425,rio branco,-9.9747,-67.81,77.61,94,0,5.75,BR,1683081879
426,poronaysk,49.2167,143.1167,38.73,80,100,13.24,RU,1683081879
427,atasu,48.6814,71.6433,41.41,35,0,9.08,KZ,1683081879
428,jesus de otoro,14.4833,-87.9833,70.79,93,100,2.95,HN,1683081879
429,bama,11.5221,13.6856,83.55,39,83,1.72,NG,1683081879
430,balkanabat,39.5108,54.3671,61.39,68,11,9.06,TM,1683081879
431,shingu,33.7333,135.9833,68.52,57,21,7.65,JP,1683081879
432,coihaique,-45.5752,-72.0662,46.35,61,0,5.75,CL,1683081880
433,pevek,69.7008,170.3133,8.91,87,95,1.45,RU,1683081880
434,coffeyville,37.0373,-95.6164,57.25,36,0,4.61,US,1683081880
435,selma,36.5708,-119.6121,64.45,51,100,5.75,US,1683081880
436,wattegama,6.7989,81.4808,79.45,81,100,1.28,LK,1683081881
437,khandyga,62.6667,135.6,38.89,82,66,5.03,RU,1683081881
438,troitsko-pechorsk,62.7084,56.1964,36.63,79,100,3.38,RU,1683081882
439,qaqortoq,60.7167,-46.0333,32.79,73,6,2.28,GL,1683081882
440,san patricio,28.017,-97.5169,75.04,84,7,9.42,US,1683081882
441,kalemie,-5.9475,29.1947,71.42,85,94,3.36,CD,1683081882
442,beyneu,45.3167,55.2,64.36,61,82,18.21,KZ,1683081882
443,chatellerault,46.8,0.5333,50.72,1,2,10.89,FR,1683081882
444,yenisehir,40.2644,29.6531,41.05,93,0,2.3,TR,1683081882
445,podgornoye,51.735,39.1496,34.02,93,0,4.47,RU,1683081882
446,casian,11.035,119.7136,81.03,81,100,9.31,PH,1683081883
447,cuamba,-14.8031,36.5372,59.31,97,3,0.51,MZ,1683081883
448,amahai,-3.3333,128.9167,80.42,86,99,1.52,ID,1683081883
449,singapore,1.2897,103.8501,89.55,71,40,6.91,SG,1683081604
450,weligama,5.9667,80.4167,80.87,85,100,10.22,LK,1683081883
451,aquiraz,-3.9014,-38.3911,80.69,78,5,3.65,BR,1683081767
452,karratha,-20.7377,116.8463,87.84,28,0,17.83,AU,1683081883
453,karasjok,69.4719,25.5112,20.43,84,45,9.98,NO,1683081884
454,sterling,39.0062,-77.4286,50.99,74,100,9.22,US,1683081884
455,smithers,54.7804,-127.1743,71.92,26,20,5.75,CA,1683081884
456,mugumu,-1.85,34.7,57.87,96,41,3.56,TZ,1683081884
457,margate,51.3813,1.3862,46.69,76,62,3.0,GB,1683081884
458,ust-koksa,50.2696,85.6108,30.4,55,99,3.02,RU,1683081884
459,namatanai,-3.6667,152.4333,86.52,67,95,6.82,PG,1683081885
460,oranjestad,12.524,-70.027,80.91,82,20,18.41,AW,1683081885
461,portland,45.5234,-122.6762,64.89,70,100,12.66,US,1683081795
462,culaman,5.9603,125.6586,85.1,72,100,4.74,PH,1683081885
463,saint-francois,46.4154,3.9054,42.67,93,6,3.44,FR,1683081886
464,soe,-9.8607,124.284,76.96,66,34,8.88,ID,1683081886
465,chongwe,-15.3292,28.682,54.99,81,0,1.9,ZM,1683081886
466,terney,45.0503,136.6092,63.91,48,100,9.31,RU,1683081886
467,marsabit,2.3284,37.9899,62.37,91,100,12.15,KE,1683081886
468,khash,28.2211,61.2158,73.53,19,6,3.31,IR,1683081887
469,vinh long,10.25,105.9667,87.78,42,100,10.98,VN,1683081887
470,puerto del rosario,28.5004,-13.8627,69.55,49,0,4.61,ES,1683081887
471,calbuco,-41.768,-73.1273,47.41,75,38,12.97,CL,1683081887
472,vestmannaeyjar,63.4427,-20.2734,43.03,75,100,23.91,IS,1683081887
473,priladozhskiy,59.85,31.4833,38.53,1,99,16.02,RU,1683081887
474,codrington,-38.2667,141.9667,57.24,67,99,23.91,AU,1683081887
475,bosaso,11.2842,49.1816,86.09,59,100,5.37,SO,1683081888
476,puerto carreno,6.189,-67.4859,83.89,57,41,6.82,CO,1683081888
477,makakilo city,21.3469,-158.0858,75.52,77,75,3.44,US,1683081888
478,dalbandin,28.8947,64.4101,82.67,20,0,4.74,PK,1683081888
479,challapata,-18.9,-66.7667,50.25,43,2,5.17,BO,1683081888
480,lobatse,-25.2167,25.6667,60.73,58,7,2.17,BW,1683081889
481,salinas,36.6777,-121.6555,56.07,67,75,5.75,US,1683081889
482,cayenne,4.9333,-52.3333,75.24,94,20,2.3,GF,1683081889
483,saint-georges,12.0564,-61.7485,80.28,83,20,10.36,GD,1683081889
484,araouane,18.9048,-3.5265,85.89,7,0,4.83,ML,1683081889
485,adrar,20.5022,-10.0711,85.01,9,3,11.1,MR,1683081889
486,yavaros,26.7,-109.5167,73.45,80,88,5.01,MX,1683081890
487,yaan,7.3833,8.5667,76.89,79,29,7.74,NG,1683081890
488,taksimo,56.3444,114.8794,38.75,58,100,8.03,RU,1683081784
489,shelburne,44.0787,-80.2041,34.9,97,100,6.22,CA,1683081890
490,libertador general san martin,-23.8064,-64.7876,57.97,90,100,1.28,AR,1683081890
491,batticaloa,7.7102,81.6924,83.46,74,98,6.15,LK,1683081890
492,manacapuru,-3.2997,-60.6206,75.79,92,96,2.91,BR,1683081890
493,jimeta,9.2833,12.4667,84.18,48,68,2.75,NG,1683081890
494,medvedovskaya,45.4531,39.0258,48.16,93,85,3.47,RU,1683081891
495,prince george,53.9166,-122.753,71.04,23,0,2.3,CA,1683081610
496,byron bay,-28.65,153.6167,75.7,44,0,4.83,AU,1683081891
497,tagusao,9.1924,117.8141,87.17,63,96,5.61,PH,1683081891
498,kashiwazaki,37.3667,138.55,69.13,35,99,5.06,JP,1683081891
499,montepuez,-13.1256,38.9997,60.21,97,42,5.17,MZ,1683081891
500,great falls,47.5002,-111.3008,70.25,39,0,8.05,US,1683081633
501,hirara,24.8,125.2833,84.06,78,40,17.27,JP,1683081892
502,le port,-20.9373,55.2919,73.4,87,2,5.91,RE,1683081892
503,lawrenceburg,38.0373,-84.8966,52.72,64,0,9.22,US,1683081892
504,puerto madryn,-42.7692,-65.0385,53.73,48,6,16.96,AR,1683081892
505,medea,36.2642,2.7539,48.79,50,100,4.79,DZ,1683081892
506,oxapampa,-10.5775,-75.4017,59.7,96,83,2.04,PE,1683081892
507,kampot,10.6167,104.1833,91.45,56,100,5.99,KH,1683081893
508,ternate,0.8,127.4,85.91,71,92,4.97,ID,1683081893
509,rosarito,32.3333,-117.0333,58.62,64,1,7.87,MX,1683081887
510,necochea,-38.5473,-58.7368,49.33,59,0,9.31,AR,1683081893
511,ambulu,-8.345,113.6058,85.17,70,30,2.44,ID,1683081893
512,ambilobe,-13.2,49.05,71.01,91,61,3.2,MG,1683081893
513,tiarei,-17.5333,-149.3333,86.02,82,100,12.26,PF,1683081893
514,sandpoint,48.2766,-116.5533,80.74,22,0,8.05,US,1683081887
515,east hemet,33.74,-116.9389,57.49,67,3,8.01,US,1683081894
516,amazar,53.858,120.875,44.46,57,93,14.18,RU,1683081894
517,kindu,-2.95,25.95,68.95,99,100,2.21,CD,1683081894
518,nantucket,41.2835,-70.0995,52.0,87,0,11.5,US,1683081894
519,zharkent,44.1628,80.0,49.73,22,0,9.4,KZ,1683081894
520,tongchuan,35.0806,109.0897,70.59,64,100,13.85,CN,1683081894
521,jamalpur,24.9167,89.9333,87.37,43,44,3.76,BD,1683081895
522,mugur-aksy,50.35,90.5,19.72,78,100,6.91,RU,1683081895
523,barcelona,41.3888,2.159,63.54,84,0,6.91,ES,1683081755
524,galway,53.2719,-9.0489,48.67,86,99,6.53,IE,1683081895
525,grand forks,47.9417,-97.4337,51.73,54,0,3.44,US,1683081895
526,suzaka,36.65,138.3167,74.1,30,98,1.99,JP,1683081895
527,port keats,-14.25,129.55,87.62,29,45,11.36,AU,1683081896
528,scarborough,54.2797,-0.4044,46.65,83,99,10.0,GB,1683081746
529,meadow lake,34.8014,-106.5436,67.78,34,100,14.41,US,1683081896
530,chifeng,42.2683,118.9636,81.57,21,100,9.35,CN,1683081896
531,uruacu,-14.5247,-49.1408,66.31,58,0,3.71,BR,1683081896
532,roma,43.2128,-75.4557,43.95,90,100,1.74,US,1683081896
533,bandarbeyla,9.4942,50.8122,83.84,77,71,6.49,SO,1683081896
534,mujiayingzi,42.1167,118.7833,80.56,20,100,8.88,CN,1683081897
535,itarema,-2.9248,-39.9167,76.59,85,19,7.58,BR,1683081897
536,uklana mandi,29.5023,75.8849,73.89,63,86,12.08,IN,1683081897
537,along,28.1667,94.7667,64.42,96,100,2.57,IN,1683081897
538,kenora,49.8167,-94.4337,52.77,28,75,2.3,CA,1683081897
539,tura,25.5198,90.2201,85.14,43,32,2.84,IN,1683081897
540,bacolod,10.6667,122.95,83.43,77,100,9.71,PH,1683081898
541,longyearbyen,78.2186,15.6401,13.84,67,0,2.3,SJ,1683081683
542,severo-kurilsk,50.6789,156.125,33.31,85,92,12.5,RU,1683081898
543,poum,-20.2333,164.0167,79.29,80,10,8.1,NC,1683081898
544,emba,48.8264,58.1442,61.65,32,51,17.02,KZ,1683081898
545,baherden,38.4362,57.4316,62.82,69,100,4.61,TM,1683081898
546,sopotnica,41.2947,21.155,46.06,94,100,1.81,MK,1683081898
547,san quintin,30.4833,-115.95,57.15,70,74,13.42,MX,1683081899
548,bulungu,-4.55,18.6,68.94,99,99,1.92,CD,1683081899
549,takhtamygda,54.1,123.5667,47.44,50,100,16.35,RU,1683081899
550,vondrozo,-22.8167,47.2833,61.18,84,87,1.72,MG,1683081899
